,ingre_count,is_described,duration,venue_0,venue_1,venue_2,venue_3,container_0,container_1,container_2,container_3,container_4,container_5,container_6,container_7,container_8,container_9
3194,1,1,238,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3195,4,1,134,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3196,2,0,182,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3197,2,1,119,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3198,2,0,126,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3199,2,0,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3200,1,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3201,1,0,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3202,1,0,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3203,2,0,669,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3204,1,0,92,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3205,3,0,94,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3206,3,0,118,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3207,5,0,111,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3208,3,0,103,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3209,1,0,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3210,1,1,110,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3211,9,1,111,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3212,10,0,156,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3213,7,0,108,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3214,6,0,78,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3215,2,1,79,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3216,3,0,65,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3217,7,0,155,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3218,7,0,77,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3219,6,0,112,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3220,13,0,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3221,5,0,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3222,4,0,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3223,15,0,275,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3224,11,0,264,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3225,1,0,187,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3226,3,0,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3227,3,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3228,3,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3229,11,0,294,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3230,4,0,233,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3231,2,0,124,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3232,9,0,360,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3233,1,0,189,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3234,11,1,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3235,6,0,119,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3236,11,1,81,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3237,6,1,39,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3238,12,0,303,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3239,1,0,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3240,6,0,171,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3241,11,0,129,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3242,7,1,137,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3243,3,0,85,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3244,5,0,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3245,8,0,141,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3246,7,0,244,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3247,7,0,156,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3248,5,0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3249,7,0,138,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3250,9,0,119,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3251,8,0,146,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3252,6,0,63,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3253,7,0,58,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3254,14,0,197,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3255,2,0,79,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3256,3,0,118,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3257,1,0,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3258,9,0,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3259,2,0,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3260,1,0,41,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3261,1,0,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3262,1,0,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3263,5,0,116,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3264,7,0,108,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3265,10,0,172,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3266,5,0,88,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3267,6,0,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3268,10,0,151,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3269,11,0,152,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3270,2,0,93,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3271,3,1,129,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3272,3,1,145,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3273,2,1,140,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3274,7,1,562,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3275,6,1,210,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3276,4,1,258,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3277,4,1,430,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3278,5,0,126,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3279,5,0,83,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3280,3,0,100,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3281,4,1,129,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3282,5,1,159,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3283,5,1,378,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3284,7,0,98,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3285,2,0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3286,3,0,43,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3287,2,0,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3288,5,0,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3289,2,1,136,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3290,6,1,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3291,4,1,190,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3292,2,1,314,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3293,4,1,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3294,5,1,255,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3295,4,0,84,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3296,5,0,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3297,2,0,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3298,2,0,103,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3299,4,0,84,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3300,3,0,104,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3301,4,1,75,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3302,2,1,104,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3303,3,1,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3304,6,1,61,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3305,3,0,93,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3306,3,1,170,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3307,6,1,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3308,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3309,2,0,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3310,2,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3311,3,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3312,2,1,80,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3313,1,1,45,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3314,1,0,111,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3315,2,1,151,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3316,3,1,146,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3317,3,1,210,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3318,2,1,274,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3319,2,1,221,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3320,3,1,170,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3321,3,0,111,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3322,1,0,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3323,1,1,157,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3324,3,0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3325,3,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3326,3,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3327,2,0,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3328,2,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3329,2,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3330,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3331,2,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3332,3,1,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3333,3,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3334,2,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3335,3,0,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3336,2,1,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3337,3,1,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3338,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3339,2,1,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3340,3,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3341,3,1,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3342,5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3343,3,1,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3344,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3345,3,0,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3346,3,1,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3347,3,1,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3348,2,1,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3349,5,1,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3350,3,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3351,3,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3352,3,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3353,5,0,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3354,2,0,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3355,1,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3356,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3357,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3358,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3359,3,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3360,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3361,4,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3362,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3363,0,0,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3364,0,0,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3365,0,0,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3366,7,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3367,0,0,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3368,0,0,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3369,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3370,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3371,3,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3372,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3373,0,0,82,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3374,0,1,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3375,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3376,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3377,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3378,5,1,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3379,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3380,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3381,0,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3382,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3383,3,1,49,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3384,0,0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3385,0,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3386,0,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3387,0,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3388,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3389,0,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3390,0,0,127,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3391,5,1,76,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3392,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3393,0,1,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3394,2,1,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3395,0,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3396,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3397,0,1,79,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3398,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3399,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3400,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3401,3,1,74,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3402,2,0,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3403,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3404,1,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3405,6,1,189,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3406,4,0,286,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3407,0,0,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3408,6,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3409,0,1,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3410,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3411,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3412,0,0,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3413,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3414,2,0,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3415,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3416,0,0,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3417,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3418,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3419,0,0,45,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3420,2,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3421,5,1,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3422,2,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3423,4,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3424,2,0,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3425,2,0,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3426,3,0,247,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3427,0,0,178,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3428,0,0,41,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3429,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3430,2,0,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3431,0,0,228,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3432,3,0,101,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3433,3,1,47,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3434,4,0,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3435,4,1,49,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3436,1,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3437,0,0,66,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3438,5,0,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3439,4,1,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3440,5,1,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3441,0,0,121,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3442,4,0,121,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3443,0,0,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3444,0,0,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3445,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3446,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3447,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3448,4,1,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3449,0,0,76,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3450,0,0,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3451,0,0,53,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3452,2,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3453,7,0,119,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3454,1,0,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3455,0,0,135,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3456,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3457,3,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3458,4,0,81,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3459,5,0,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3460,6,0,57,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3461,4,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3462,4,1,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3463,5,1,171,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3464,4,0,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3465,0,0,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3466,1,0,61,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3467,3,0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3468,1,0,49,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3469,1,0,43,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3470,0,1,113,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3471,3,0,66,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3472,3,0,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3473,1,0,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3474,0,0,83,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3475,5,0,73,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3476,0,0,34,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3477,1,0,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3478,3,0,56,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3479,2,1,93,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3480,3,0,93,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3481,0,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3482,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3483,0,0,146,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3484,3,0,76,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3485,3,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3486,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3487,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3488,2,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3489,0,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3490,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3491,3,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3492,5,0,49,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3493,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3494,0,0,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3495,4,1,159,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3496,5,0,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3497,3,0,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3498,4,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3499,3,0,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3500,8,0,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3501,5,0,220,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3502,0,0,150,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3503,5,1,305,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3504,3,0,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3505,5,1,140,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3506,6,1,95,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3507,1,1,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3508,5,0,85,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3509,4,0,360,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3510,3,1,570,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3511,5,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3512,8,0,370,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3513,5,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3514,2,1,325,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3515,5,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3516,3,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3517,5,0,80,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3518,3,0,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3519,1,0,130,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3520,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3521,0,0,90,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3522,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3523,5,0,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3524,4,0,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3525,1,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3526,6,1,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3527,3,1,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3528,4,0,65,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3529,4,0,129,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3530,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3531,2,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3532,3,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3533,1,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3534,2,0,683,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3535,1,0,205,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3536,1,0,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3537,1,0,149,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3538,0,1,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3539,0,0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3540,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3541,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3542,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3543,3,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3544,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3545,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3546,2,1,602,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3547,1,1,493,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3548,2,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3549,2,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3550,2,1,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3551,1,0,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3552,1,1,83,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3553,2,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3554,2,1,139,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3555,4,1,136,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3556,2,1,145,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3557,2,1,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3558,2,0,127,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3559,3,0,252,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3560,2,1,105,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3561,3,1,120,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3562,4,1,92,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3563,2,1,58,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3564,3,0,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3565,3,0,289,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3566,2,0,113,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3567,2,0,184,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3568,5,0,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3569,4,0,175,1,0,0,0,0,0,0,0,0,0,0,1,0,0
